gear_int,speed_bin_mph_center,n_samples,mean_phys_torque,mean_ecm_torque,mean_error_nm,ratio_phys_over_ecm
4,34.5,631,59.558045338721044,29.579204970347387,29.978840368373657,2.013510687607287
4,36.5,36,72.7545355935633,16.50386045024722,56.25067514331609,4.408334390180419
4,37.5,82,74.5958563389649,26.96360911254512,47.63224722641977,2.7665382637615203
4,38.5,55,55.73565190472622,37.311526531618185,18.424125373108033,1.4937917873045272
4,39.5,8,68.37472490717376,43.7267971067125,24.647927800461254,1.5636801556791258
4,40.5,41,51.409944692750884,62.887161028941456,-11.477216336190573,0.8174950793070686
4,41.5,32,95.24790891128396,18.944938906859374,76.30297000442458,5.027617633372133
4,42.5,8,54.061977674043376,38.6335914070875,15.428386266955876,1.3993515928763867
4,44.5,5,74.1342888578328,303.54735157952,-229.4130627216872,0.24422643937452346
4,45.5,7,34.98337460962368,29.38601478442857,5.5973598251951096,1.1904769961580877
4,46.5,2,1.5897457954383185,27.60578746075,-26.016041665311683,0.05758740980305758
4,47.5,57,102.0695614555402,19.966640224538594,82.1029212310016,5.112004839457105
4,48.5,52,79.99857215294398,21.422811444578844,58.57576070836514,3.7342704695833953
4,49.5,3,80.88130703049829,40.49825721156667,40.383049818931624,1.9971552506066326
4,53.5,5,181.71827211102658,-34.417825323980004,216.13609743500658,-5.279772048364068
4,55.5,28,74.45742917415897,18.79260519217857,55.664823981980405,3.962059991828485
4,57.5,16,93.51017885834011,76.6608985325875,16.849280325752616,1.219789757859285
4,58.5,2,95.47173382923167,69.5505901834,25.921143645831663,1.372694804997045
4,59.5,7,97.60828958399517,131.03979144224286,-33.431501858247685,0.7448751902739179
4,64.5,5,106.60431381439916,-45.5744140625,152.17872787689916,-2.339126371832313
4,65.5,10,108.25395975762595,-36.63693227144,144.89089202906595,-2.9547768616537353
4,67.5,27,101.79776915885512,9.718231219459259,92.07953793939586,10.474927675626896
4,68.5,48,111.71423024604633,67.77086035846875,43.943369887577575,1.6484109786291998
4,73.5,8,125.07849294869118,9.7686823317875,115.30981061690368,12.804029110628676
4,74.5,5,126.75540809050423,11.73775506564,115.01765302486423,10.798948127786044
4,75.5,10,26.021627440500417,13.692043914109998,12.329583526390419,1.900492549084251
5,32.5,30,83.03016450162819,31.204045380169998,51.82611912145819,2.660878212745884
5,33.5,25,75.40576883319186,29.002821590960004,46.40294724223185,2.5999459603163357
5,34.5,148,77.9929633417673,32.92892427808311,45.064039063684184,2.368524482704647
5,35.5,239,82.16704232172954,31.263191595791632,50.90385072593791,2.6282358942773496
5,36.5,759,86.72509422181736,28.144501969137945,58.58059225267941,3.0814222371714513
5,37.5,602,82.68543334131569,28.53207795575598,54.153355385559706,2.897981474378909
5,38.5,158,93.52545500875749,27.40898773233861,66.11646727641889,3.412218500080216
5,39.5,676,91.9884627904437,26.42817396874379,65.56028882169991,3.4806968842886046
5,40.5,287,85.22740533329822,27.860074540238678,57.367330793059544,3.0591233778001254
5,41.5,690,96.390986161546,32.93441573198363,63.45657042956237,2.9267556147333664
5,42.5,1204,96.31279680521479,40.15678320749045,56.15601359772434,2.398419124050991
5,43.5,637,96.74840455739175,84.85414950843061,11.894255048961142,1.1401729334141686
5,44.5,2372,102.03740253883493,112.91909010762748,-10.881687568792557,0.9036328794500487
5,45.5,4677,102.9609390453713,114.33305593110667,-11.372116885735366,0.9005351794971016
5,46.5,2883,106.14594952657404,118.89860858385661,-12.752659057282571,0.8927434121460858
5,47.5,6039,106.3835357669478,116.94636689141119,-10.562831124463386,0.9096779882501921
5,48.5,1814,108.52446142636092,125.04829900894008,-16.523837582579162,0.8678603570497363
5,49.5,683,107.38636460387238,133.84188881159093,-26.455524207718554,0.8023374860992887
5,50.5,92,100.37219967648903,105.88504773698806,-5.512848060499024,0.9479355378467355
5,51.5,25,160.15852194820917,24.642100013956,135.51642193425317,6.49938608550017
5,52.5,20,63.637862808411356,38.473439508345,25.164423300066353,1.654072617931862
5,53.5,1,118.1412669591504,-29.7620815335,147.9033484926504,-3.969522992744018
5,55.5,42,122.68326365965011,33.3982865247381,89.28497713491201,3.6733400549988895
5,56.5,31,124.86927944698441,50.72226060713548,74.14701883984893,2.4618240187310994
5,57.5,47,127.60706858920702,10.34361764956383,117.26345093964319,12.336792881607332
5,58.5,2,129.08854151558083,1.3856798537500001,127.70286166183082,93.15899424115504
5,59.5,38,140.67276988283658,11.879632434563158,128.79313744827343,11.84150862054929
5,60.5,8,134.74178251708886,-42.291607226775,177.03338974386386,-3.1860170694052803
5,64.5,2,144.1410440307369,-45.64453125,189.7855752807369,-3.1579039171475096
5,65.5,3,453.0434206736383,16.7383018092,436.3051188644383,27.066271467552856
5,66.5,19,99.71791759084601,18.13392368492105,81.58399390592496,5.498970841802136
5,67.5,28,177.9950639564675,19.369762383417857,158.62530157304965,9.189326148308677
5,68.5,17,127.08018180236844,12.829509143552942,114.2506726588155,9.90530349839834
5,69.5,5,157.27777349845934,11.1415144231,146.13625907535933,14.116373010510234
5,70.5,16,105.61337727851932,14.52581681014375,91.08756046837557,7.270735866968032
5,71.5,6,43.13327754963452,12.767349837683334,30.365927711951187,3.378404923340078
5,72.5,2,164.2110473840598,11.1033887987,153.10765858535981,14.789272929295773
6,41.5,92,107.33872665933987,20.263507916980437,87.07521874235943,5.297144359165574
6,42.5,204,119.20818681309512,22.40923115634216,96.79895565675297,5.319601818617386
6,43.5,102,126.67080117580325,22.388276889731372,104.28252428607188,5.657907564735462
6,44.5,392,129.4045412938592,23.368344654914033,106.03619663894517,5.537599825952895
6,45.5,465,123.91709690625675,26.91484352153505,97.0022533847217,4.6040429998082075
6,46.5,218,132.42237207546611,33.14917883479037,99.27319324067574,3.9947406460786175
6,47.5,301,136.62155790044514,30.01733521859469,106.60422268185044,4.551421933543684
6,48.5,139,138.16844845605914,26.150236036038848,112.01821242002029,5.283640586098069
6,49.5,220,134.98308507290776,31.993830069259545,102.98925500364821,4.219034882060051
6,50.5,114,141.61242535788813,15.331533288314912,126.28089206957321,9.236677290836887
6,51.5,115,159.59568326722936,26.295750730626956,133.2999325366024,6.069257535262017
6,52.5,473,143.62667472634652,38.36526866779598,105.26140605855053,3.7436639886457397
6,53.5,577,146.7874349141613,100.08126802601213,46.706166888149184,1.4666824053029561
6,54.5,1320,152.02299968325835,87.71386207796075,64.3091376052976,1.7331696049153456
6,55.5,850,156.81888653122687,82.18933411873365,74.62955241249321,1.9080199178238955
6,56.5,319,147.53284945758145,88.91385669671317,58.61899276086828,1.6592784852513907
6,57.5,963,159.299650536279,90.29535807925816,69.00429245702082,1.7642064212919033
6,58.5,438,149.2577972791466,100.76232905045114,48.495468228695444,1.4812857015682321
6,59.5,526,163.3401702747277,101.80818731169182,61.53198296303589,1.6043913027805128
6,60.5,380,167.8266830176092,69.76216696604553,98.06451605156369,2.405697677070344
6,61.5,257,169.9505390560131,79.25907662218948,90.69146243382362,2.1442407141093733
6,62.5,111,162.97278858813425,-39.98214940755766,202.95493799569192,-4.076138751993363
6,63.5,53,135.02521595344263,-35.698488465703775,170.7237044191464,-3.7823790798079293
6,64.5,73,186.3080860039488,-25.866140283313698,212.1742262872625,-7.202778766499482
6,65.5,20,214.537125999205,-6.53915369929,221.076279698495,-32.80808738636909
6,66.5,25,190.267162694766,29.088903433092,161.178259261674,6.54088467557409
6,67.5,40,208.49642093066353,40.4737837658,168.02263716486354,5.151394347934458
6,68.5,3,197.3042925334423,1.9027644230666665,195.40152811037564,103.693494655239
