gear,rpm_center,pedal_center,n_samples,eng_torque_mean,eng_torque_p50,eng_torque_p75,axle_torque_mean,cyl_airmass_mean,cyl_airmass_p50,airflow_mass_mean,map_kpa_mean,ve_mgk_kpa_mean,ve_airflow_mean,spark_mean,spark_p50,knock_p95,lambda_eq_mean,coverage_ok
3,4075.0,65.0,237,437.1553076706915,453.6469133324,463.4522744131,1795.415104812868,0.824114915435865,0.8300052743,214.1114135599785,14.232027296321942,2217.489706665508,218.70827315036456,10.462328751535022,13.0,0.0,0.8924285201945148,True
3,4075.0,75.0,638,448.94662357281766,459.6031276246,461.7227033768,1805.443910091935,0.8218656878916929,0.8252221698,217.88979637488887,14.061176682416455,2219.652177812316,220.7310614492829,12.036495078322416,13.0,0.0,0.9000935353506271,True
3,4075.0,90.0,254,388.4293571660221,432.77486053585,458.856206695425,1847.3938720411893,0.8180174508602361,0.8221668148,218.07886124739883,13.823777562862205,2229.456002361745,223.7105509079185,12.237446033434646,13.0,0.0,0.9088666238283464,True
3,4325.0,65.0,411,452.43568166856176,459.1894866838,459.5246277205,1864.191318841668,0.823350726920438,0.8233825431,216.455891230291,13.924804251588808,2252.6986903250413,228.86180752361216,13.455545106572508,13.5,0.0,0.8968360842980535,True
3,4325.0,75.0,442,458.2109744442534,460.13265462265,462.064750789175,1857.4915641376333,0.8231293711142534,0.8243981872499999,232.1700858867661,14.166138035058369,2252.1751683873504,234.1499458380165,13.42551435457172,13.5,0.0,0.896163444356561,True
3,4325.0,90.0,263,421.8450454056163,459.3158582351,462.6410312055,1876.5881300617616,0.8136977789323194,0.8279222973,230.1504703022433,13.929923460196578,2260.7420802731776,234.76963802223045,12.65467990643612,13.0,0.0,0.9396992218984792,True
3,4575.0,90.0,29,202.8128261398897,373.7469019397,380.3075161638,1822.7642043685275,0.7526338598655172,0.7759069635,245.5582715973138,13.480819951910346,2381.2255615624617,256.7892730766862,0.3493296641551728,-3.7340425532,0.0,1.0722607141275864,True
3,4825.0,90.0,25,195.661419433,385.1232786017,385.7326536017,1426.598579371208,0.7172449409720001,0.731634009,235.270599005836,13.546798754188,2337.478051725568,248.148860697372,13.5756617647,19.25,0.0,0.957049083356,True
3,5075.0,90.0,24,227.84885850368747,383.71861758475,384.3150820974501,1180.875538425371,0.7128796967041667,0.7239116327,238.12210344453752,13.678295827491668,2345.6435626465955,251.22172213305416,15.497820512820832,15.72115384615,0.0,0.9686854969375,True
4,2325.0,45.0,136,400.52341527144927,401.12556771965,402.768724156025,1207.874264404992,0.7273533898389706,0.7291494897999999,112.82971093487208,14.34140008345956,1984.7688017396413,113.105602833275,13.357072145883825,13.5,0.0,0.9970878723426472,True
4,2575.0,17.5,73,117.38936450060136,121.5380292923,136.3264936195,330.1501963895822,0.2431503180945205,0.2440605023,50.30459362803699,6.171375961223289,1568.1636723957615,41.081329299673975,36.974345230568495,39.5,0.0,1.0232215206698632,True
4,2575.0,22.5,52,171.41450338577883,172.7636265589,182.922484251825,459.8722043271577,0.3252774922480768,0.33672031965,56.63811857451925,7.173873807990384,1649.374179109273,49.08556999940576,34.57999811094616,34.0,0.0,1.0103991982038465,True
4,2575.0,45.0,120,386.4250566238642,395.3634321443,396.94775868812496,1137.397556721509,0.7304820427516667,0.73202745815,128.27242876679583,14.20889661029167,2010.9023829805592,127.57408764260168,7.954118377019167,10.5,0.0,0.9982766889283332,True
4,2575.0,55.0,23,396.7969921172434,397.9241622122,405.3638795045,1015.3423667969608,0.7355520263695652,0.7363047945,142.97015051072609,13.901342981578258,2042.4331370904,138.83811365999563,-7.2507558207304355,-7.5,0.0,0.9845532805521742,True
4,2825.0,45.0,647,387.8587708634527,393.0330787988,400.2598272306,1202.6823378202268,0.7237498697707883,0.72775,137.84224069208793,14.201798515230603,2070.4875881568746,136.95318896249395,13.53176917984374,14.9150943396,0.0,0.996329319179598,True
4,2825.0,55.0,211,404.3293313541901,412.353452621,416.25487756785,1176.6523181033697,0.7408715837549763,0.7428337156,142.64764783955732,14.359754967520852,2053.1239147999822,141.78218392399668,4.808844144658768,3.0096153846,0.0,0.9727411052829384,True
4,2825.0,75.0,25,405.07380920174,403.9655021067,408.1541367828,1135.9817277694,0.7278420343719999,0.7279299065,141.059183337108,14.275482390855998,2060.568922927376,147.50626181867602,4.204668101908,4.387755102,0.0,0.956731567388,True
4,3075.0,45.0,1462,408.830075354953,414.20868412325,423.6542659346,1228.91721949842,0.7420060162769494,0.74086505815,151.55735112956074,14.190409665458557,2062.7799735545104,149.43277197157892,13.80472537483577,14.0,0.0,0.9493436155104652,True
