gear,speed_center,pedal_center,n_samples,eng_torque_mean,eng_torque_p50,axle_torque_mean,cyl_airmass_mean,cyl_airmass_p50,airflow_mass_mean,map_kpa_mean,ve_mgk_kpa_mean,spark_mean,spark_p50,knock_p95,lambda_eq_mean,coverage_ok
5,66.25,2.5,22,21.234424794699997,44.212008041299995,45.125061616286374,0.11582340620454547,0.1167277734,24.348458737795458,4.954047322868181,,36.6061228127591,46.5294117647,0.0,1.327536590818182,True
5,66.25,7.5,42,51.310713531852365,62.46052889645,63.276441986826185,0.14768015395238093,0.1425357143,24.23686741090476,4.956405389295237,,38.62782411041428,42.1927083333,0.0,1.1769284335023809,True
5,66.25,35.0,165,344.8313711199697,349.1657057919,869.0814398459374,0.693587573779394,0.6917380952,97.10012347124666,14.098555455132729,,9.810219849640607,9.0,0.0,1.0010269291127274,True
5,66.25,45.0,249,375.9611062442659,384.613032246,1098.3712297179493,0.7018547080240962,0.702817,123.9733180592233,13.800679115379921,,13.690001082263855,15.0,0.0,0.9995343163124498,True
5,68.75,2.5,37,23.28458267684054,36.6861908324,5.549527831581082,0.11882881790270268,0.1165132979,15.703575640483782,4.160242778040541,,27.872290112399998,29.1914893617,0.0,1.5322965954567567,True
5,68.75,7.5,87,21.830118611621838,19.6670123776,16.141648022708043,0.13353608124252875,0.1301037234,16.984212465774714,4.114340875163219,,22.63384785166092,21.5,0.0,1.4471941861172417,True
5,68.75,12.5,140,41.30068245369644,29.760694368899998,173.26770209376429,0.21195002410714286,0.23714551849999999,26.376128640364282,5.133512821520714,,27.169823243159286,31.536458333349998,0.0,1.192295820227143,True
5,68.75,35.0,612,354.967892161342,357.15804844244997,884.9401210208779,0.6936797152919935,0.69607081335,99.45595081259624,13.89361256686013,,11.278403975770098,10.0,0.0,0.9984289107511439,True
5,68.75,45.0,438,393.9834753654548,393.90183195689997,1040.7921864022348,0.7128820608305937,0.7082096519000001,122.10917690975502,14.049956057584934,,12.542454881702284,15.0,0.0,0.9986039216134703,True
5,71.25,22.5,169,207.94073565646332,193.8459285666,387.3013030497544,0.3901625118964497,0.36968,57.94984661883787,8.584180031657397,,21.362857072434913,22.931372549,0.0,1.0088407463609466,True
5,71.25,27.5,34,285.25357544315875,300.1101195031,934.6084467423265,0.5950622435617646,0.6057293578,113.59802282954705,12.79111389970294,,20.481973487985297,20.057692307700002,0.0,0.979704366264706,True
5,71.25,35.0,864,364.4391975851085,362.37984586150003,914.5481963562494,0.6911959094400464,0.6922613022499999,105.99741179428635,13.736438930179862,,13.559917194394213,14.0,0.0,0.9999733954791667,True
5,71.25,45.0,528,387.5914600931362,396.21766029245,1069.961436959182,0.7140494751183711,0.71344946935,125.33190258172975,14.078060078745267,,14.28448133582538,15.5,0.0,0.9979774947054924,True
5,71.25,90.0,36,328.4455873341973,328.4318906791,1252.0503165716584,0.7444680382305555,0.74415330185,154.05343172449446,14.213706590069442,,10.260925147836112,15.5,0.0,0.932785034188889,True
5,73.75,17.5,20,240.53867266829496,241.41618114405,513.39500886119,0.42886795434499997,0.4246359447,46.72781818180499,9.502583533880001,,22.791643879320002,23.018518518500002,0.0,0.9812197598599999,True
5,73.75,22.5,76,272.8217498375724,268.023407219,592.9114004912672,0.5252718210776317,0.5005672433,63.52989596671315,10.781739859009212,,18.553162753392105,19.0,0.0,0.9941021348934209,True
5,73.75,27.5,165,349.34220599182123,353.500523743,818.2695507958025,0.6694525398709091,0.6895266667,89.77345301354303,12.817965262454544,,12.615744095726667,11.79,0.0,0.9665165437278787,True
5,73.75,35.0,1165,365.33604224286296,368.5838228707,929.0066490987475,0.6627305312919314,0.6714839286,112.72244563157896,13.136182672061116,,15.94412028178601,17.5,0.0,0.9959270849254077,True
5,73.75,45.0,829,394.1669874201312,398.7453528339,1023.3252097758685,0.7166982848862484,0.7152340183,132.84796836774572,13.963643625227988,,13.957758479662845,15.5,0.0,0.9975658999139928,True
5,73.75,55.0,57,394.6203072786193,394.6210671769,1117.493649683249,0.7313429679842105,0.7312738889,125.31294445703159,14.459324945877192,,9.870994546270175,15.23,0.0,0.929974228954386,True
5,73.75,90.0,30,349.3285238565634,349.3319077766,1370.5907241079267,0.7346555045966667,0.7273608490500001,148.4188455069267,14.228803646616663,,11.146703296703333,16.0,0.0,0.9451813900299999,True
5,76.25,2.5,39,60.860361425894865,-25.8312908497,95.11238159156412,0.21310892845641027,0.1249179688,36.621359187461536,5.15365381854359,,11.627747406653846,19.5,0.0,0.985996610917949,True
