gear,speed_bin_mph,pedal_bin_pct,LOCKED,OPEN,PARTIAL,total_time_s,frac_locked,frac_partial,frac_open
3,20,0,0.0,13.3429999999978,0.0,13.3429999999978,0.0,0.0,1.0
3,20,1,0.0,0.02200000000084401,0.0,0.02200000000084401,0.0,0.0,1.0
3,20,2,0.0,0.029999999998835847,0.0,0.029999999998835847,0.0,0.0,1.0
3,20,3,0.0,0.09900000000016007,0.0,0.09900000000016007,0.0,0.0,1.0
3,20,4,0.0,0.03099999999994907,0.0,0.03099999999994907,0.0,0.0,1.0
3,20,5,0.0,0.009000000000014552,0.0,0.009000000000014552,0.0,0.0,1.0
3,20,7,0.0,4.992000000000189,0.0,4.992000000000189,0.0,0.0,1.0
3,20,9,0.0,0.05999999999994543,0.0,0.05999999999994543,0.0,0.0,1.0
3,20,11,0.0,0.049999999999954525,0.0,0.049999999999954525,0.0,0.0,1.0
3,20,12,0.0,0.01999999999998181,0.0,0.01999999999998181,0.0,0.0,1.0
3,20,13,0.0,0.010999999999967258,0.0,0.010999999999967258,0.0,0.0,1.0
3,20,14,0.0,0.009999999999990905,0.0,0.009999999999990905,0.0,0.0,1.0
3,20,15,0.0,0.08900000000016917,0.0,0.08900000000016917,0.0,0.0,1.0
3,20,16,0.0,0.4700000000000273,0.0,0.4700000000000273,0.0,0.0,1.0
3,20,17,0.0,0.41699999999968895,0.0,0.41699999999968895,0.0,0.0,1.0
3,20,18,0.0,0.666999999999689,0.0,0.666999999999689,0.0,0.0,1.0
3,20,19,0.0,0.2130000000004202,0.0,0.2130000000004202,0.0,0.0,1.0
3,20,20,0.0,0.049999999999954525,0.0,0.049999999999954525,0.0,0.0,1.0
3,20,21,0.0,0.03099999999994907,0.0,0.03099999999994907,0.0,0.0,1.0
3,21,0,0.0,16.674000000000433,0.0,16.674000000000433,0.0,0.0,1.0
3,21,1,0.0,0.052000000000134605,0.0,0.052000000000134605,0.0,0.0,1.0
3,21,2,0.0,0.03900000000021464,0.0,0.03900000000021464,0.0,0.0,1.0
3,21,3,0.0,0.13999999999987267,0.0,0.13999999999987267,0.0,0.0,1.0
3,21,4,0.0,0.3789999999999054,0.0,0.3789999999999054,0.0,0.0,1.0
3,21,5,0.0,0.27999999999974534,0.0,0.27999999999974534,0.0,0.0,1.0
3,21,6,0.0,0.06100000000014916,0.0,0.06100000000014916,0.0,0.0,1.0
3,21,7,0.0,1.2499999999990905,0.0,1.2499999999990905,0.0,0.0,1.0
3,21,8,0.0,0.17100000000073123,0.0,0.17100000000073123,0.0,0.0,1.0
3,21,9,0.0,0.3100000000001728,0.0,0.3100000000001728,0.0,0.0,1.0
3,21,10,0.0,0.03999999999996362,0.0,0.03999999999996362,0.0,0.0,1.0
3,21,11,0.0,0.019000000000005457,0.0,0.019000000000005457,0.0,0.0,1.0
3,21,12,0.0,0.06999999999970896,0.0,0.06999999999970896,0.0,0.0,1.0
3,21,14,0.0,0.03999999999996362,0.0,0.03999999999996362,0.0,0.0,1.0
3,21,16,0.0,1.6709999999995944,0.0,1.6709999999995944,0.0,0.0,1.0
3,21,17,0.0,1.0449999999998454,0.0,1.0449999999998454,0.0,0.0,1.0
3,21,18,0.0,0.5420000000000869,0.0,0.5420000000000869,0.0,0.0,1.0
3,21,19,0.0,0.1470000000001619,0.0,0.1470000000001619,0.0,0.0,1.0
3,21,20,0.0,0.8360000000000127,0.0,0.8360000000000127,0.0,0.0,1.0
3,21,21,0.0,0.01999999999998181,0.0,0.01999999999998181,0.0,0.0,1.0
3,21,22,0.0,0.3990000000001146,0.0,0.3990000000001146,0.0,0.0,1.0
3,21,23,0.0,0.21100000000001273,0.0,0.21100000000001273,0.0,0.0,1.0
3,21,34,0.0,0.0409999999997126,0.0,0.0409999999997126,0.0,0.0,1.0
3,21,35,0.0,0.01900000000023283,0.0,0.01900000000023283,0.0,0.0,1.0
3,21,36,0.0,0.010999999999967258,0.0,0.010999999999967258,0.0,0.0,1.0
3,21,37,0.0,0.021000000000185537,0.0,0.021000000000185537,0.0,0.0,1.0
3,21,38,0.0,0.19899999999961437,0.0,0.19899999999961437,0.0,0.0,1.0
3,21,39,0.0,0.04899999999997817,0.0,0.04899999999997817,0.0,0.0,1.0
3,21,40,0.0,0.068000000000211,0.0,0.068000000000211,0.0,0.0,1.0
3,22,0,0.0,6.002999999999588,0.0,6.002999999999588,0.0,0.0,1.0
3,22,1,0.0,0.05999999999949068,0.0,0.05999999999949068,0.0,0.0,1.0
3,22,2,0.0,0.13000000000010914,0.0,0.13000000000010914,0.0,0.0,1.0
3,22,3,0.0,0.21900000000005093,0.0,0.21900000000005093,0.0,0.0,1.0
3,22,4,0.0,0.07900000000017826,0.0,0.07900000000017826,0.0,0.0,1.0
3,22,5,0.0,1.963999999999487,0.0,1.963999999999487,0.0,0.0,1.0
3,22,6,0.0,0.03999999999996362,0.0,0.03999999999996362,0.0,0.0,1.0
3,22,7,0.0,0.11599999999998545,0.0,0.11599999999998545,0.0,0.0,1.0
3,22,8,0.0,1.2699999999999818,0.0,1.2699999999999818,0.0,0.0,1.0
3,22,9,0.0,0.09900000000061482,0.0,0.09900000000061482,0.0,0.0,1.0
3,22,10,0.0,0.09299999999939246,0.0,0.09299999999939246,0.0,0.0,1.0
3,22,11,0.0,2.700000000000273,0.0,2.700000000000273,0.0,0.0,1.0
3,22,12,0.0,1.6940000000008695,0.0,1.6940000000008695,0.0,0.0,1.0
3,22,13,0.0,0.22299999999995634,0.0,0.22299999999995634,0.0,0.0,1.0
3,22,14,0.0,1.2100000000004911,0.0,1.2100000000004911,0.0,0.0,1.0
3,22,15,0.0,0.8939999999993233,0.0,0.8939999999993233,0.0,0.0,1.0
3,22,16,0.0,2.916000000000622,0.0,2.916000000000622,0.0,0.0,1.0
3,22,17,0.0,3.136000000000422,0.0,3.136000000000422,0.0,0.0,1.0
3,22,18,0.0,3.2950000000001864,0.0,3.2950000000001864,0.0,0.0,1.0
3,22,19,0.0,3.6120000000003074,0.0,3.6120000000003074,0.0,0.0,1.0
3,22,20,0.0,2.090999999999724,0.0,2.090999999999724,0.0,0.0,1.0
3,22,21,0.0,1.0989999999993074,0.0,1.0989999999993074,0.0,0.0,1.0
3,22,23,0.0,0.209999999999809,0.0,0.209999999999809,0.0,0.0,1.0
3,22,24,0.0,0.278999999999769,0.0,0.278999999999769,0.0,0.0,1.0
3,22,25,0.0,0.009000000000014552,0.0,0.009000000000014552,0.0,0.0,1.0
3,22,28,0.0,0.010000000000218279,0.0,0.010000000000218279,0.0,0.0,1.0
3,22,29,0.0,0.021999999999934516,0.0,0.021999999999934516,0.0,0.0,1.0
3,22,30,0.0,0.009999999999763531,0.0,0.009999999999763531,0.0,0.0,1.0
