gear,tcc_state,pedal_bin,total_time_s,n_samples,mean_speed_mph,mean_pedal_pct,mean_throttle_pct,mean_slip_rpm,mean_tcc_line_psi
4,LOCKED,"[0, 5)",3.639999999999418,364,46.78196777981456,2.143105763017308,10.570940408399451,25.099901560492857,13.062175468463185
4,LOCKED,"[10, 15)",0.43299999999908323,43,43.86245807981395,11.089129748488372,15.897722034774421,27.53493297989535,11.114464408344185
4,LOCKED,"[15, 20)",0.010000000000218279,1,42.8746122644,15.2941176471,20.6901960784,47.1375,14.2510914453
4,LOCKED,"[30, 40)",0.021000000000185537,2,44.00770090905,39.453781512649996,56.0957324106,42.48828125,57.9641832676
4,LOCKED,"[40, 60)",0.09999999999990905,10,44.1173546489,41.04072398189,58.66666666668,33.36519657258,43.06671570175
4,LOCKED,"[5, 10)",0.2659999999993943,27,43.05372129262963,6.531851107022224,10.31872712325926,19.119759519714815,12.060727942251855
4,OPEN,"[0, 5)",2.231999999999516,222,39.88202100259594,0.3684630155207207,7.970999702396846,66.72902836158828,0.0
4,OPEN,"[10, 15)",3.3940000000011423,339,42.31736375841121,12.240533152964307,16.937737815528024,202.17694403164867,0.0
4,OPEN,"[15, 20)",5.544999999998026,555,40.66565759062649,16.959814783346488,23.069664497758378,277.61665983874286,0.0
4,OPEN,"[20, 30)",32.01799999999889,3203,40.734553702899625,24.213411331799904,31.46585162300837,490.71234100030875,0.0
4,OPEN,"[30, 40)",18.528999999999996,1853,45.32773692014306,33.1497623673932,37.14304925622779,632.6383544285771,0.0
4,OPEN,"[40, 60)",1.2459999999996398,125,47.0018284345072,43.58750948398,65.7692370360912,708.1410515375185,0.0
4,OPEN,"[5, 10)",4.355000000000018,436,44.24942522574267,7.509932053915596,11.704824429608717,97.97920868220595,0.0
4,PARTIAL,"[0, 5)",1.2800000000006548,128,43.89858733858125,0.510876225490625,10.792385902055468,159.93881535970235,15.072373534245312
4,PARTIAL,"[10, 15)",1.3929999999998017,140,42.72361896252929,11.810170221939286,15.405642377800714,116.18514315855,11.621923923354286
4,PARTIAL,"[15, 20)",5.190000000001874,519,42.14664322021811,17.29031134845973,23.57588327574952,192.91256686722718,17.87101981558324
4,PARTIAL,"[20, 30)",7.8490000000007285,784,41.45210370170549,22.292552635424105,30.141675019252045,323.15165042855983,20.195580328333673
4,PARTIAL,"[30, 40)",0.40099999999983993,40,43.438396594610005,34.7054709995925,54.55013840829751,310.20781376008,64.5918747655625
4,PARTIAL,"[40, 60)",0.16800000000012005,17,44.12953839775882,46.69624109070588,65.14638847967059,177.96047078452943,12.323255455511765
4,PARTIAL,"[5, 10)",0.4470000000003438,45,46.209212839231114,7.4700631249533345,15.224849543771112,116.31871814960667,9.821541100295555
5,LOCKED,"[0, 5)",11.063999999998487,1107,44.646084352779226,2.7204963471509482,5.887585383355646,16.045846383682292,16.917368941850768
5,LOCKED,"[10, 15)",202.28299999999763,20227,46.741409473352924,13.559912495957665,17.814587215958607,15.587475065447645,29.890958790986293
5,LOCKED,"[15, 20)",171.87400000000048,17188,46.55887030691525,16.642761358554413,23.26817656887094,15.859161110227573,38.69382166067179
5,LOCKED,"[20, 30)",2.6579999999999018,266,47.03777762294172,20.886452728556392,34.52532335024624,20.90249343536842,53.00113037703873
5,LOCKED,"[30, 40)",0.010000000000218279,1,46.6028394178,30.1960784314,55.2156862745,43.7258064516,52.7121550477
5,LOCKED,"[5, 10)",24.73099999999863,2473,45.71054345993995,7.900389111336716,9.665657920308451,15.374024560270888,20.012809462150546
5,OPEN,"[0, 5)",96.87800000000198,9687,40.1652494603109,1.1864120606588935,6.534889918039104,84.02251147102542,0.0
5,OPEN,"[10, 15)",151.57400000000212,15157,41.4103910169452,12.417501888664031,13.784939963410759,126.18333792310683,0.0
5,OPEN,"[15, 20)",279.5389999999978,27956,41.71245320535892,17.324006097600726,22.008943998579095,336.91161382356256,0.0
5,OPEN,"[20, 30)",72.7310000000009,7273,44.24706671266431,21.732864913233477,29.391227454738388,557.5336814998868,0.0
5,OPEN,"[30, 40)",2.4479999999998654,245,45.136433754073074,33.39322955289388,37.71855801596897,710.1088146933502,0.0
5,OPEN,"[40, 60)",0.6929999999995289,69,44.57095032189854,46.60801072567537,73.80083135744202,814.1777767982811,0.0
5,OPEN,"[5, 10)",57.47499999999661,5747,41.52426732199002,8.104146147434436,9.004561539963618,51.44811835586015,0.0
5,OPEN,"[60, 100)",0.49099999999998545,49,50.06399238857754,65.77400190844081,94.10197762474897,906.621319192998,0.0
5,PARTIAL,"[0, 5)",2.470999999998412,247,45.20999199339998,2.0962692146251016,6.562137007807692,96.45816284150568,12.236668828496354
5,PARTIAL,"[10, 15)",45.47099999999864,4548,45.996303880306684,13.302116205532212,17.639646100115854,114.64626747437497,24.11070181233171
5,PARTIAL,"[15, 20)",43.902000000004364,4390,45.73046132213415,16.842142715918975,23.517044956166153,174.6434360428863,27.752054394378497
5,PARTIAL,"[20, 30)",5.1690000000007785,517,43.314923081129784,22.051184109988974,30.403480412151254,428.2707596441425,17.916283056464408
5,PARTIAL,"[30, 40)",0.43800000000010186,44,47.11786275753182,32.119383884070444,44.00397184995,267.49682754883634,26.493834575899996
5,PARTIAL,"[5, 10)",11.550000000001546,1155,46.73415567571809,8.149908236229004,10.930301170432555,97.09339893989532,17.409782242636968
